old_mag_name	new_mag_name	cluster	counts	Assembly_group	unique	score	completeness	contamination	length	length_MBp	est_genome_size	num_contigs	Largest.contig	GC	N50	N75	L50	L75	Region	Subregion	Depth	Sizefrac	Region_COLOR	Depth_COLOR	Sizefrac_COLOR	classification	domain	phylum	classs	order	family	genus	species	representation
NPO-all-MES-0-8-5-00_bin-333	TOPAZ_NPM1_P114	506_1	2	NPO-all-MES-0-8-5-00		83.49910458	94.73	2.7	2891771	2.891771	3.052645413	140	154765	60	34531	22640	27	52	NPO	all	MES	0-8-5-00	#dfa837	#023858	#f7fcb9	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Erythrobacter_A;s__Erythrobacter_A sp002695185	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Erythrobacter_A	s__Erythrobacter_A sp002695185	unique
NPO-all-MES-0-8-5-00_bin-353	TOPAZ_NPM1_P124	454_0	1	NPO-all-MES-0-8-5-00		89.48220087	98.48	2.29	3383908	3.383908	3.436137287	82	168444	54.34	80242	42711	15	30	NPO	all	MES	0-8-5-00	#dfa837	#023858	#f7fcb9	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__;s__	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Hyphomonadaceae	g__	s__	unique
NPO-all-MES-0-8-5-00_bin-361	TOPAZ_NPM1_P129	4_0	1	NPO-all-MES-0-8-5-00	yes	89.95864797	92.03	0.91	2015693	2.015693	2.190256438	37	580271	49.22	90635	47108	6	13	NPO	all	MES	0-8-5-00	#dfa837	#023858	#f7fcb9	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__UBA2166;g__UBA2166;s__UBA2166 sp002726235	d__Bacteria	p__Nitrospirota	c__Nitrospiria	o__Nitrospirales	f__UBA2166	g__UBA2166	s__UBA2166 sp002726235	unique
NPO-all-MES-0-8-5-00_bin-70	TOPAZ_NPM1_P147	595_2	3	NPO-all-MES-0-8-5-00		99.37031648	97.95	0.2	2845137	2.845137	2.904683002	68	241592	39.96	69284	34757	13	26	NPO	all	MES	0-8-5-00	#dfa837	#023858	#f7fcb9	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__BACL21;s__BACL21 sp002707025	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__BACL21	s__BACL21 sp002707025	NA
NPO-all-MES-0-8-5-00_bin-75	TOPAZ_NPM1_P150	23_0	1	NPO-all-MES-0-8-5-00		85.88037074	93.36	1.93	4208802	4.208802	4.508142674	280	95883	62.42	21915	12464	58	122	NPO	all	MES	0-8-5-00	#dfa837	#023858	#f7fcb9	d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA2386;f__UBA2386;g__;s__	d__Bacteria	p__Planctomycetota	c__UBA1135	o__UBA2386	f__UBA2386	g__	s__	unique
NPO-all-MES-0-8-5-00_bin-8	TOPAZ_NPM1_P153	398_0	1	NPO-all-MES-0-8-5-00		90.14839151	95.7	1.61	5164370	5.16437	5.396415883	133	368957	63.94	99262	42410	17	37	NPO	all	MES	0-8-5-00	#dfa837	#023858	#f7fcb9	d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA1135;f__GCA-002686595;g__GCA-2683825;s__GCA-2683825 sp002683825	d__Bacteria	p__Planctomycetota	c__UBA1135	o__UBA1135	f__GCA-002686595	g__GCA-2683825	s__GCA-2683825 sp002683825	NA
NPO-all-MES-0-8-5-00_bin-94	TOPAZ_NPM1_P160	191_1	2	NPO-all-MES-0-8-5-00		89.85375895	93.91	1.33	4566963	4.566963	4.863127462	45	361178	48.86	153999	95120	11	21	NPO	all	MES	0-8-5-00	#dfa837	#023858	#f7fcb9	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Alteromonas_B;s__Alteromonas_B sp002729795	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Alteromonadaceae	g__Alteromonas_B	s__Alteromonas_B sp002729795	NA
NPO-all-SRF-0-8-5-00_bin-120	TOPAZ_NPS1_P004	458_1	5	NPO-all-SRF-0-8-5-00		101.0907028	98.83	0.06	3638209	3.638209	3.681279976	48	283735	62.36	132253	80725	10	18	NPO	all	SRF	0-8-5-00	#dfa837	#d0d1e6	#f7fcb9	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Parvibaculales;f__Parvibaculaceae;g__Parvibaculum;s__Parvibaculum sp002480495	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Parvibaculales	f__Parvibaculaceae	g__Parvibaculum	s__Parvibaculum sp002480495	NA
NPO-all-SRF-0-8-5-00_bin-142	TOPAZ_NPS1_P006	377_0	1	NPO-all-SRF-0-8-5-00		76.6677071	92.77	3.7	9042907	9.042907	9.747663038	260	222491	70.88	62433	33312	42	91	NPO	all	SRF	0-8-5-00	#dfa837	#d0d1e6	#f7fcb9	d__Bacteria;p__Myxococcota;c__UBA796;o__UBA796;f__GCA-2862545;g__;s__	d__Bacteria	p__Myxococcota	c__UBA796	o__UBA796	f__GCA-2862545	g__	s__	NA
NPO-all-SRF-0-8-5-00_bin-168	TOPAZ_NPS1_P013	617_2	1	NPO-all-SRF-0-8-5-00		90.23987006	96.53	1.72	2943115	2.943115	3.048912255	118	129352	32.08	41662	23765	22	46	NPO	all	SRF	0-8-5-00	#dfa837	#d0d1e6	#f7fcb9	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Mesoflavibacter;s__	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Mesoflavibacter	s__	NA
NPO-all-SRF-0-8-5-00_bin-193	TOPAZ_NPS1_P024	323_1	2	NPO-all-SRF-0-8-5-00		88.83797102	98.02	2.31	5198674	5.198674	5.303687003	157	148722	51.67	54443	29392	34	66	NPO	all	SRF	0-8-5-00	#dfa837	#d0d1e6	#f7fcb9	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__GCA-2698985;s__GCA-2698985 sp002698985	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Saprospiraceae	g__GCA-2698985	s__GCA-2698985 sp002698985	NA
NPO-all-SRF-0-8-5-00_bin-241	TOPAZ_NPS1_P036	633_1	9	NPO-all-SRF-0-8-5-00		102.4623154	100	0	3886698	3.886698	3.886698	78	376313	42.83	84068	45937	15	30	NPO	all	SRF	0-8-5-00	#dfa837	#d0d1e6	#f7fcb9	d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Balneolales;f__Balneolaceae;g__UBA7797;s__UBA7797 sp002480645	d__Bacteria	p__Bacteroidota	c__Rhodothermia	o__Balneolales	f__Balneolaceae	g__UBA7797	s__UBA7797 sp002480645	NA
NPO-all-SRF-0-8-5-00_bin-260	TOPAZ_NPS1_P042	84_1	2	NPO-all-SRF-0-8-5-00		94.90170218	97.14	0.91	5411621	5.411621	5.570950175	203	139478	51.93	42015	23885	42	83	NPO	all	SRF	0-8-5-00	#dfa837	#d0d1e6	#f7fcb9	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__;g__;s__	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Verrucomicrobiales	f__	g__	s__	unique
NPO-all-SRF-0-8-5-00_bin-333	TOPAZ_NPS1_P064	36_1	2	NPO-all-SRF-0-8-5-00		95.41408577	97.27	0.78	4706791	4.706791	4.838892773	507	64697	37.6	12251	7251	124	249	NPO	all	SRF	0-8-5-00	#dfa837	#d0d1e6	#f7fcb9	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcystaceae;g__Crocosphaera;s__Crocosphaera watsonii	d__Bacteria	p__Cyanobacteria	c__Cyanobacteriia	o__Cyanobacteriales	f__Microcystaceae	g__Crocosphaera	s__Crocosphaera watsonii	unique
NPO-all-SRF-0-8-5-00_bin-344	TOPAZ_NPS1_P067	548_1	4	NPO-all-SRF-0-8-5-00		98.16607524	98.89	0.63	3749391	3.749391	3.791476388	87	175378	60.55	71146	40168	16	34	NPO	all	SRF	0-8-5-00	#dfa837	#d0d1e6	#f7fcb9	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Congregibacter;s__	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Halieaceae	g__Congregibacter	s__	unique
NPO-all-SRF-0-8-5-00_bin-395	TOPAZ_NPS1_P080	550_1	1	NPO-all-SRF-0-8-5-00		77.50008415	94.32	3.78	3732186	3.732186	3.956940204	335	95979	63.57	14460	8471	73	154	NPO	all	SRF	0-8-5-00	#dfa837	#d0d1e6	#f7fcb9	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nevskiales;f__Salinisphaeraceae;g__Salinisphaera;s__Salinisphaera sp002729955	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Nevskiales	f__Salinisphaeraceae	g__Salinisphaera	s__Salinisphaera sp002729955	NA
NPO-all-SRF-0-8-5-00_bin-430	TOPAZ_NPS1_P090	247_2	1	NPO-all-SRF-0-8-5-00		75.24230414	95.24	4.42	3822365	3.822365	4.013402982	355	68701	48.79	16018	8296	75	157	NPO	all	SRF	0-8-5-00	#dfa837	#d0d1e6	#f7fcb9	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__SW10;s__SW10 sp002420315	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Verrucomicrobiales	f__Akkermansiaceae	g__SW10	s__SW10 sp002420315	unique
NPO-all-SRF-0-8-5-00_bin-434	TOPAZ_NPS1_P093	81_0	1	NPO-all-SRF-0-8-5-00		88.6776893	96.33	1.94	3401665	3.401665	3.531262327	365	42339	51.63	12456	7161	86	177	NPO	all	SRF	0-8-5-00	#dfa837	#d0d1e6	#f7fcb9	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__DEV007;g__Arctic95D-9;s__Arctic95D-9 sp002323995	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Verrucomicrobiales	f__DEV007	g__Arctic95D-9	s__Arctic95D-9 sp002323995	NA
NPO-all-SRF-0-8-5-00_bin-437	TOPAZ_NPS1_P094	251_0	1	NPO-all-SRF-0-8-5-00		99.67709446	97.48	0	3409453	3.409453	3.497592327	211	126114	54.52	24785	13077	42	89	NPO	all	SRF	0-8-5-00	#dfa837	#d0d1e6	#f7fcb9	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__SW10;s__	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Verrucomicrobiales	f__Akkermansiaceae	g__SW10	s__	unique
NPO-all-SRF-0-8-5-00_bin-458	TOPAZ_NPS1_P096	438_0	1	NPO-all-SRF-0-8-5-00		85.46549743	96.1	2.62	3553449	3.553449	3.697657648	79	187186	64.39	85309	46255	16	31	NPO	all	SRF	0-8-5-00	#dfa837	#d0d1e6	#f7fcb9	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nevskiales;f__Salinisphaeraceae;g__GCA-2683405;s__GCA-2683405 sp002683405	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Nevskiales	f__Salinisphaeraceae	g__GCA-2683405	s__GCA-2683405 sp002683405	NA
NPO-all-SRF-0-8-5-00_bin-465	TOPAZ_NPS1_P099	384_1	2	NPO-all-SRF-0-8-5-00		97.0367505	99.29	0.94	6508306	6.508306	6.554845402	151	229096	69.5	78253	47047	27	54	NPO	all	SRF	0-8-5-00	#dfa837	#d0d1e6	#f7fcb9	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylobacterium;s__Methylobacterium purpurogeneiscleroticus	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Beijerinckiaceae	g__Methylobacterium	s__Methylobacterium purpurogeneiscleroticus	NA
NPO-all-SRF-0-8-5-00_bin-491	TOPAZ_NPS1_P109	298_0	1	NPO-all-SRF-0-8-5-00		91.48252706	91.77	0.45	2694860	2.69486	2.936536995	392	49832	63.86	8415	4899	99	204	NPO	all	SRF	0-8-5-00	#dfa837	#d0d1e6	#f7fcb9	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Thalassobaculales;f__TMED26;g__TMED26;s__TMED26 sp002694075	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Thalassobaculales	f__TMED26	g__TMED26	s__TMED26 sp002694075	unique
NPO-all-SRF-0-8-5-00_bin-496	TOPAZ_NPS1_P111	46_1	2	NPO-all-SRF-0-8-5-00		100.1204609	97.73	0	6808477	6.808477	6.966619257	245	246515	52.14	60384	27632	33	79	NPO	all	SRF	0-8-5-00	#dfa837	#d0d1e6	#f7fcb9	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__UBA7800;s__UBA7800 sp002704825	d__Bacteria	p__Planctomycetota	c__Phycisphaerae	o__Phycisphaerales	f__Phycisphaeraceae	g__UBA7800	s__UBA7800 sp002704825	unique
NPO-all-SRF-0-8-5-00_bin-563	TOPAZ_NPS1_P126	201_0	1	NPO-all-SRF-0-8-5-00	yes	95.37711135	93.22	0.11	3294570	3.29457	3.534187943	17	787692	34.21	259551	188092	4	8	NPO	all	SRF	0-8-5-00	#dfa837	#d0d1e6	#f7fcb9	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Richelia;s__	d__Bacteria	p__Cyanobacteria	c__Cyanobacteriia	o__Cyanobacteriales	f__Nostocaceae	g__Richelia	s__	unique
NPO-all-SRF-0-8-5-00_bin-585	TOPAZ_NPS1_P129	521_1	7	NPO-all-SRF-0-8-5-00		94.03110895	99.69	1.64	4705650	4.70565	4.720282877	66	352258	65.62	120842	82956	13	24	NPO	all	SRF	0-8-5-00	#dfa837	#d0d1e6	#f7fcb9	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Stappiaceae;g__Stappia;s__Stappia sp002709505	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Stappiaceae	g__Stappia	s__Stappia sp002709505	NA
NPO-all-SRF-0-8-5-00_bin-60	TOPAZ_NPS1_P137	386_0	1	NPO-all-SRF-0-8-5-00		93.94323178	96.03	0.88	8560473	8.560473	8.914373633	322	166613	69.59	42312	23953	67	133	NPO	all	SRF	0-8-5-00	#dfa837	#d0d1e6	#f7fcb9	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Variovorax;s__Variovorax sp900115375	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Variovorax	s__Variovorax sp900115375	NA
NPO-all-SRF-0-8-5-00_bin-629	TOPAZ_NPS1_P145	522_1	5	NPO-all-SRF-0-8-5-00		92.36214412	98.03	1.61	4493475	4.493475	4.583775375	124	229729	66.13	58115	34825	22	47	NPO	all	SRF	0-8-5-00	#dfa837	#d0d1e6	#f7fcb9	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Stappiaceae;g__Stappia;s__Stappia sp002722295	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Stappiaceae	g__Stappia	s__Stappia sp002722295	NA
NPO-all-SRF-0-8-5-00_bin-633	TOPAZ_NPS1_P146	634_1	2	NPO-all-SRF-0-8-5-00		95.9824551	99.43	1.18	3539130	3.53913	3.559418687	61	280153	38.99	80336	53160	14	28	NPO	all	SRF	0-8-5-00	#dfa837	#d0d1e6	#f7fcb9	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter venetianus	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	g__Acinetobacter	s__Acinetobacter venetianus	NA
NPO-all-SRF-0-8-5-00_bin-635	TOPAZ_NPS1_P148	509_2	1	NPO-all-SRF-0-8-5-00		82.81031243	94.57	2.8	4926161	4.926161	5.209010257	273	184478	63.2	30243	15606	48	106	NPO	all	SRF	0-8-5-00	#dfa837	#d0d1e6	#f7fcb9	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__Novosphingobium sp002684595	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium sp002684595	unique
NPO-all-SRF-0-8-5-00_bin-70	TOPAZ_NPS1_P165	220_2	1	NPO-all-SRF-0-8-5-00		75.18079814	93.76	4.14	4482119	4.482119	4.780417022	401	66069	57.57	17442	9145	77	167	NPO	all	SRF	0-8-5-00	#dfa837	#d0d1e6	#f7fcb9	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Marinobacter;s__Marinobacter manganoxydans_A	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Oleiphilaceae	g__Marinobacter	s__Marinobacter manganoxydans_A	NA
NPO-all-SRF-0-8-5-00_bin-80	TOPAZ_NPS1_P169	43_1	2	NPO-all-SRF-0-8-5-00	yes	90.45299756	91.4	0.59	4793046	4.793046	5.244032823	606	50701	53.51	10139	6111	147	301	NPO	all	SRF	0-8-5-00	#dfa837	#d0d1e6	#f7fcb9	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__GCA-2862225;s__GCA-2862225 sp002862225	d__Bacteria	p__Planctomycetota	c__Planctomycetes	o__Pirellulales	f__Pirellulaceae	g__GCA-2862225	s__GCA-2862225 sp002862225	unique
NPO-all-SRF-0-8-5-00_bin-89	TOPAZ_NPS1_P173	10_0	1	NPO-all-SRF-0-8-5-00		89.71328905	94.13	1.3	2107288	2.107288	2.238699671	203	66234	51.46	14675	7616	45	96	NPO	all	SRF	0-8-5-00	#dfa837	#d0d1e6	#f7fcb9	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA7985;f__UBA7985;g__;s__	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__UBA7985	f__UBA7985	g__	s__	unique
NPO-all-SRF-180-2000-00_bin-47	TOPAZ_NPS4_P008	221_1	2	NPO-all-SRF-180-2000-00		96.0220389	93.55	0	1225341	1.225341	1.309824693	26	275309	47.78	87918	43663	4	10	NPO	all	SRF	180-2000-00	#dfa837	#d0d1e6	#004529	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Holosporales;f__Hepatobacteraceae;g__;s__	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Holosporales	f__Hepatobacteraceae	g__	s__	unique
NPO-all-SRF-5-20-00_bin-13	TOPAZ_NPS2_P001	591_2	1	NPO-all-SRF-5-20-00	yes	87.00862229	97.41	2.52	2832555	2.832555	2.907868802	184	80189	34	24960	13606	31	71	NPO	all	SRF	5/20/00	#dfa837	#d0d1e6	#addd8e	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Croceibacter;s__Croceibacter atlanticus	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Croceibacter	s__Croceibacter atlanticus	unique
NPO-all-SRF-5-20-00_bin-18	TOPAZ_NPS2_P004	230_1	1	NPO-all-SRF-5-20-00		94.85148653	99.35	1.35	4540007	4.540007	4.569710116	233	113681	44.68	31840	20088	48	92	NPO	all	SRF	5/20/00	#dfa837	#d0d1e6	#addd8e	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Alteromonas;s__Alteromonas macleodii	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Alteromonadaceae	g__Alteromonas	s__Alteromonas macleodii	unique
NPO-all-SRF-5-20-00_bin-26	TOPAZ_NPS2_P006	78_1	2	NPO-all-SRF-5-20-00		89.52883408	96.22	1.76	6743668	6.743668	7.008592808	581	100754	33.79	16507	9760	128	260	NPO	all	SRF	5/20/00	#dfa837	#d0d1e6	#addd8e	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Phormidiaceae;g__Trichodesmium;s__Trichodesmium erythraeum	d__Bacteria	p__Cyanobacteria	c__Cyanobacteriia	o__Cyanobacteriales	f__Phormidiaceae	g__Trichodesmium	s__Trichodesmium erythraeum	unique
NPO-all-SRF-5-20-00_bin-59	TOPAZ_NPS2_P013	426_0	1	NPO-all-SRF-5-20-00		91.39452473	98.7	1.95	4166382	4.166382	4.221258359	90	319702	72.79	77455	40374	17	35	NPO	all	SRF	5/20/00	#dfa837	#d0d1e6	#addd8e	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Propionibacteriales	f__Nocardioidaceae	g__Nocardioides	s__	unique
NPO-all-SRF-5-20-00_bin-62	TOPAZ_NPS2_P014	610_0	1	NPO-all-SRF-5-20-00	yes	96.65027077	99.62	1.14	4038969	4.038969	4.054375627	32	696265	39.79	288763	146887	5	10	NPO	all	SRF	5/20/00	#dfa837	#d0d1e6	#addd8e	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Leeuwenhoekiella;s__Leeuwenhoekiella palythoae	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Leeuwenhoekiella	s__Leeuwenhoekiella palythoae	unique
RS-all-DCM-0-8-5-00_bin-26	TOPAZ_RSD1_P008	212_0	1	RS-all-DCM-0-8-5-00		82.25277479	91.44	2.35	3055962	3.055962	3.342040682	38	352009	48.75	133521	74446	7	14	RS	all	DCM	0-8-5-00	#67765b	#74a9cf	#f7fcb9	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA7455;s__	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__HTCC2089	g__UBA7455	s__	unique
RS-all-DCM-0-8-5-00_bin-33	TOPAZ_RSD1_P013	64_0	1	RS-all-DCM-0-8-5-00		95.11907727	98.69	1.18	8054051	8.054051	8.16095957	295	195296	56.63	45515	24939	53	113	RS	all	DCM	0-8-5-00	#67765b	#74a9cf	#f7fcb9	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__UBA9264;s__UBA9264 sp002724245	d__Bacteria	p__Planctomycetota	c__Planctomycetes	o__Pirellulales	f__Pirellulaceae	g__UBA9264	s__UBA9264 sp002724245	NA
RS-all-DCM-0-8-5-00_bin-43	TOPAZ_RSD1_P018	38_2	1	RS-all-DCM-0-8-5-00		81.17150107	97.63	3.74	6902458	6.902458	7.070017413	372	155251	53.4	30409	15531	67	143	RS	all	DCM	0-8-5-00	#67765b	#74a9cf	#f7fcb9	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__GCA-2723275;s__GCA-2723275 sp002723275	d__Bacteria	p__Planctomycetota	c__Planctomycetes	o__Pirellulales	f__Pirellulaceae	g__GCA-2723275	s__GCA-2723275 sp002723275	unique
RS-all-DCM-0-8-5-00_bin-59	TOPAZ_RSD1_P025	52_1	1	RS-all-DCM-0-8-5-00		84.36531744	93.27	2.22	5854753	5.854753	6.277209178	381	81397	60.87	24583	12778	79	160	RS	all	DCM	0-8-5-00	#67765b	#74a9cf	#f7fcb9	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Planctomycetales;f__Planctomycetaceae;g__UBA8437;s__UBA8437 sp002724415	d__Bacteria	p__Planctomycetota	c__Planctomycetes	o__Planctomycetales	f__Planctomycetaceae	g__UBA8437	s__UBA8437 sp002724415	NA
RS-all-DCM-0-8-5-00_bin-7	TOPAZ_RSD1_P026	505_1	3	RS-all-DCM-0-8-5-00		101.6250776	99.07	0	2991678	2.991678	3.019761785	30	259455	64.73	128871	99705	8	14	RS	all	DCM	0-8-5-00	#67765b	#74a9cf	#f7fcb9	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Citromicrobium;s__Citromicrobium sp002377695	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Citromicrobium	s__Citromicrobium sp002377695	NA
RS-all-SRF-0-8-5-00_bin-16	TOPAZ_RSS1_P004	316_0	1	RS-all-SRF-0-8-5-00		83.90268354	95.6	2.79	2768313	2.768313	2.895724895	134	162561	57.15	32016	21671	28	53	RS	all	SRF	0-8-5-00	#67765b	#d0d1e6	#f7fcb9	d__Bacteria;p__Planctomycetota;c__UBA8108;o__UBA1146;f__UBA1146;g__UBA12191;s__	d__Bacteria	p__Planctomycetota	c__UBA8108	o__UBA1146	f__UBA1146	g__UBA12191	s__	unique
RS-all-SRF-0-8-5-00_bin-36	TOPAZ_RSS1_P009	69_0	1	RS-all-SRF-0-8-5-00	yes	77.76171347	93.35	3.53	4612470	4.61247	4.941049813	510	50867	48.78	13287	6647	106	234	RS	all	SRF	0-8-5-00	#67765b	#d0d1e6	#f7fcb9	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__UBA721;s__	d__Bacteria	p__Planctomycetota	c__Planctomycetes	o__Pirellulales	f__Pirellulaceae	g__UBA721	s__	unique
RS-all-SRF-0-8-5-00_bin-62	TOPAZ_RSS1_P015	463_0	1	RS-all-SRF-0-8-5-00		84.00378052	92.66	2.12	2110301	2.110301	2.277467084	323	34929	62.74	7719	4759	85	173	RS	all	SRF	0-8-5-00	#67765b	#d0d1e6	#f7fcb9	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Puniceispirillales;f__Puniceispirillaceae;g__UBA8309;s__UBA8309 sp002695585	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Puniceispirillales	f__Puniceispirillaceae	g__UBA8309	s__UBA8309 sp002695585	unique
RS-all-SRF-0-8-5-00_bin-72	TOPAZ_RSS1_P016	513_0	1	RS-all-SRF-0-8-5-00		87.41387224	94.83	1.98	3903879	3.903879	4.116713065	66	227728	66.58	92842	55032	14	26	RS	all	SRF	0-8-5-00	#67765b	#d0d1e6	#f7fcb9	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__Novosphingobium sp001725355	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium sp001725355	unique
